Target,Target (Unofficial English translation generated by Artificial Intelligence),Country,Country ISO3,Provenance,Reference year,Expected year of achievement,Location,Location (Unofficial English translation generated by Artificial Intelligence),Total Target Area (km²),Type of LDN intervention,Restore/improve tree covered areas,Increase tree covered areas extent,Restore/improve croplands,Restore/improve grasslands,Restore/improve wetlands,Increase soil fertility and carbon stock,Manage artificial surfaces,Restore/improve protected areas,Increase protected areas,Improve coastal management,General instrument (e.g. policies/economic incentives),Restore/improve multiple land uses,Reduce/halt conversion of multiple land uses,Restore/improve multiple functions,Restore productivity and soc in croplands and grasslands,Other/general/unspecified,Level of achievement,Other important goals addressed by this target,Validation level,Geometry UID,Geometry type
"Rehabilitate 115,000 ha of degraded and abandoned land for crop production by 2030",NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,115000.00,"Reduce
Reverse
",NA,NA,"3.1 Rehabilitate bare or degraded land for crop production
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Reduce current annual loss of forest to cropland of 9.1 km2 to 4 km2 by 2022 and achieve zero forest loss by 2030,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Avoid
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Reduce the rate of soil sealing (conversion to artificial land cover) by 30% by 2030 as compared to 2010,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Avoid
",NA,NA,NA,NA,NA,NA,"7.1 Halt/reduce/regulate expansion of urban/artificial surfaces
",NA,NA,NA,NA,NA,13 Reduce/halt conversion of multiple land uses,NA,NA,NA,ongoing,NA,active,NA,NA
Rehabilitate degraded lands by 465290 Ha by 2030,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2030,country wide,NA,5.00,NA,"1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Improve tree cover management
","2 Increase tree-covered area extent
",NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
","6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
6.4 Improve watershed/landscape management
",NA,"8 Restore/improve protected areas
8.1 Restore protected areas
8.2 Improve management of protected areas
","9 Increase protected areas
9.1 Increase protected area extent",NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,14 Restore/improve multiple functions,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
Increase NPP by 10%,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2030,country wide ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
Increase SOC by 50% ,NA,Eswatini,SWZ,Participation in the LDN Target Setting Programme,NA,2030,country wide ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,NA
"Target 1:  Promote the implementation of community based forest management, forest landscape restoration with indigenous species, avoiding overgrazing, area closure and, alternative livelihood systems, and ensure the restoration of 427,730 ha of forest land lost between 2000 and 2010.",NA,Ethiopia,ETH,LDN Pilot Project,NA,2031,NA,NA,327.73,"Reduce
Reverse
","1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Restore/improve grasslands
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,"4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Improve land productivity in grasslands
4.4 Halt/reduce conversion of grassland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Bonn Challenge
",active,NA,NA
"Target 2: Ensure the rehabilitation and improvement of the productivity of 21,359,490 ha of forest land by stopping uncompensated conversion of forest area, especially in slopes, into grassland, cropping or urban areas, and promoting agroforestry, energy saving stoves and, alternative livelihood systems, in order to avoid reduction of carbon sock and limit the risk of erosion.",NA,Ethiopia,ETH,Participation in the LDN Target Setting Programme,NA,2036,NA,NA,21395.49,"Avoid
Reduce
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Restore/improve grasslands
1.5 Improve tree cover management
",NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
6.2 Reduce soil erosion
6.3 Increase carbon stock and reduce soil/land degradation
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Bonn Challenge
",active,NA,NA
"Target 3: Improve the productivity of 314,990 ha of shrubs, grasslands and sparsely vegetated areas by the year 2040 through avoiding overgrazing, promoting controlled grazing, and rangeland management/improvement.",NA,Ethiopia,ETH,2022 reporting,NA,2040,NA,NA,315.00,"Avoid
Reduce
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Improve land productivity in grasslands
4.4 Halt/reduce conversion of grassland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Bonn Challenge
",active,NA,NA
"Target 4: Rehabilitate and improve the productivity of 12,578,714 ha shrubs, grasslands and sparsely vegetated areas through stopping uncompensated conversion of permanent grasslands in to croplands, promoting controlled grazing, and rangeland management/improvement so as to avoid reduction of soil carbon stock",NA,Ethiopia,ETH,LDN Pilot Project,NA,2040,NA,NA,1257.87,"Avoid
Reduce
",NA,NA,NA,"4 Restore/improve grasslands
4.1 Restore and improve pastures
4.2 Restore rangeland
4.3 Improve land productivity in grasslands
4.4 Halt/reduce conversion of grassland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR100
Bonn Challenge
",active,NA,NA
"Target 5:  Improved productivity of 14,193,615 ha of cropland by reverting negative trends of arable land deterioration, including acidification, alkalization and salinization, erosion by strongly discouraging inappropriate practices and supporting soil, water and vegetation long-term conservation practices; limiting drastically the size of individual parcel to the maximum permitted to conserve biodiversity and natural regeneration potential, through agroforestry and green corridors and biodiversity grids, especially in large-scale commercial farms; accelerating the conversation of unsustainable to sustainable cropping, grazing, forestry in the framework of scientifically grounded watershed management plans implemented under legally binding long-term agreements and contracts; and 100% cropland shows stable of increasing land productivity capacity",NA,Ethiopia,ETH,"Other: (community based national restoration effort)
",NA,2031,NA,NA,1419.36,"Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Increase land productivity in agricultural areas
3.2 Improve water use for irrigation
3.3 Rehabilitate bare or degraded land for crop production
3.4 Practise sustainable land management
3.5 Halt/reduce conversion of cropland to other land cover types
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFR100
Bonn Challenge
",active,NA,NA
"Target 6: Ensure improved productivity of 72,766 ha of wetlands and water bodies through stopping uncompensated conversion of wetlands into cropping or urban / industrial / infrastructure areas, in order to avoid depletion of carbon stock and critical biodiversity",NA,Ethiopia,ETH,2022 reporting,NA,2026,NA,NA,72.77,"Avoid
Reduce
",NA,NA,NA,NA,"5 Restore/improve wetlands
5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
5.2 Restore/preserve wetlands and reduce degradation of wetlands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Bonn Challenge
",active,NA,NA
"Target 7: Take urgent and significant actions like stopping uncompensated artificialisation /urbanization of arable lands, through urban densification and “building city on city” approach; restoring as much as possible lands degraded by pollutions, originated by urban, industrial, mining untreated contaminants; revitalizing vegetation in degraded slopes, dried lands, closed mines, infrastructure (airports, harbours, roads, dams and reservoirs) using pools of endogenous species and further sustainable use and promoting plantation of indigenous tree species, and improve the productivity of 33,452 ha of artificial areas .",NA,Ethiopia,ETH,LDN Pilot Project,NA,2026,NA,NA,33.45,"Avoid
Reduce
",NA,NA,NA,NA,NA,NA,"7 Manage artificial surfaces
7.1 Restore degraded mining areas
7.2 Improve land productivity on artificial surfaces
7.3 Halt/reduce/regulate expansion of urban/artificial surfaces
",NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"AFR100
Bonn Challenge
",active,NA,NA
"Target 8: Through sustainable land management practices particularly implementing biophysical soil and water conservation practices improve the productivity of 3,751,173 ha of bare land and other areas",NA,Ethiopia,ETH,2022 reporting,NA,2036,NA,NA,3751.17,"Avoid
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 Reduce/halt conversion of multiple land uses,NA,NA,NA,ongoing,"AFR100
Bonn Challenge
",active,NA,NA
Target 9: Ensure the increase of carbon stock in the country by 148.67 million tons of carbon between 2016 and 2040 through achieving the above mentioned targets,NA,Ethiopia,ETH,2022 reporting,NA,2040,NA,NA,NA,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,NA,"United Nations Framework Convention
",active,NA,NA
"Réduction à 0,15%, de la perte du couvert forestier estimée à 0,26% entre 1990-2000 ",Reduction to 0.15% of the forest cover loss estimated at 0.26% between 1990-2000.,Gabon,GAB,Participation in the LDN Target Setting Programme,NA,2030,"Domaine forestier, notamment dans les zones d'exploitation forestière","Forest domain, especially in logging areas",NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"Réduction de moitié, du déclin de la productivité des terres estimé à 9,71% entre 2001-2015",Reduction by half of the estimated 9.71% decline in land productivity between 2001-2015.,Gabon,GAB,Participation in the LDN Target Setting Programme,NA,2030,zone agricole,agricultural zone,NA,"Reduce
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
Valorisation de l’agriculture traditionnelle à travers des pratiques agricoles durables ,Promotion of traditional agriculture through sustainable farming practices,Gabon,GAB,Participation in the LDN Target Setting Programme,NA,2030,zone agricole,agricultural zone,NA,"Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
" Les 19895,85 ha de terres d’exploitation agro-industrielle dont les sols sont menacés de dégradation, sont suivis en vue d’une gestion durable ",The 19895.85 hectares of agro-industrial exploitation land whose soils are threatened with degradation are being monitored for sustainable management.,Gabon,GAB,Participation in the LDN Target Setting Programme,NA,2030,zone agricole,agricultural zone,NA,"Reverse
",NA,NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
Opérationnalisation du Plan National d’Affectation des Terres pour une meilleure utilisation des terres,Operationalization of the National Land Use Plan for better land use,Gabon,GAB,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,NA,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
"Restaurer les 19,13% de perte en carbone du sol liés à la conversion des terres gabonaises",Restore the 19.13% soil carbon loss associated with land conversion in Gabon.,Gabon,GAB,Participation in the LDN Target Setting Programme,NA,2030,zone forestière et agricole,forest and agricultural zone,NA,"Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,NA,"Convention on Biological Diversity
United Nations Framework Convention
",active,NA,NA
LDN is achieved by 2030 as compared to 2015 and an additional 10% of the national territory has improved (net gain),NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,national territory,NA,100.00,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in the West Coast Region of The Gambia by 2030 as compared to 2015 (no net loss),NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,West Coast Region of The Gambia,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in the Lower River Region of The Gambia by 2030 as compared to 2015 (no net loss),NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,Lower River Region of The Gambia,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in the Upper River Region of The Gambia by 2030 as compared to 2015 and an additional 5% of the provincial territory has improved (net gain),NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,Upper River Region of The Gambia,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in the North Bank Region of The Gambia by 2030 as compared to 2015 and an additional 20% of the provincial territory has improved (net gain),NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,North Bank Region of The Gambia,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
LDN is achieved in the Central River Region of The Gambia by 2030 as compared to 2015 and an additional 15% of the provincial territory has improved (net gain),NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,Central River Region of The Gambia,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
"LDN is achieved in the land degradation hotspots: Njaba Kunda (Central Baddibu), Ngain Sanjal (Sabah Sanjal) and Njau (Upper Saloum) by 2003 as compared to 2015 (no net loss)",NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,"Njaba Kunda (Central Baddibu), Ngain Sanjal (Sabah Sanjal) and Njau (Upper Saloum)",These are locations in the Gambia.,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.1 Achieve LDN
",ongoing,NA,active,NA,NA
Improve productivity and SOC stocks by 50% in cropland and grasslands by 2030 as compared to 2015,NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Avoid
Reduce
Reverse
",NA,NA,NA,NA,NA,"6 Increase soil fertility and carbon stock
",NA,NA,NA,NA,NA,NA,NA,NA,15 Restore productivity and soil organic carbon stock in croplands and grasslands,NA,ongoing,NA,active,NA,NA
Rehabilitate 1099 sq km of degraded grassland and cropland with declining productivity and early signs of decline for crop production and forestry by 2030,NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,1099.00,"Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Restore tree-covered areas
1.2 Increase land productivity in tree covered areas
1.3 Restore/improve grasslands
",NA,"3.1 Increase land productivity in agricultural areas
","4.1 Improve land productivity in grasslands
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Halt the conversion of forests and wetlands to other land cover classes by 2025,NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2025,NA,NA,NA,"Avoid
","1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
",NA,NA,NA,"5.1 Halt/reduce wetland conversion to other land uses (includes conserving wetlands)
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Increase forest cover by 10% by 2030 as compared to 2015,NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,NA,NA,NA,"Reverse
",NA,"2 Increase tree-covered area extent
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ongoing,NA,active,NA,NA
Rehabilitate 1099 sq km of degraded grassland and cropland with declining productivity and early signs of decline for crop production and forestry by 2030 ,NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,The Gambia,NA,1099.00,"Avoid
Reduce
Reverse
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Increase land productivity in tree covered areas
1.4 Restore/improve grasslands
1.5 Improve tree cover management
",NA,"3 Restore/improve croplands
3.1 Practise sustainable land management
","4 Restore/improve grasslands
4.1 Restore rangeland
",NA,NA,NA,NA,NA,NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,MultiPolygon
Increase Forest Cover by 10% by 2030,NA,Gambia,GMB,Participation in the LDN Target Setting Programme,NA,2030,The Gambia,NA,423.00,"Avoid
Reduce
","1 Restore/improve tree-covered areas
1.1 Reduce/halt deforestation and conversion of tree cover to other land cover types
1.2 Restore tree-covered areas
1.3 Improve tree cover management
","2 Increase tree-covered area extent
2.1 Increase tree covered land (net gain)",NA,NA,NA,"6 Increase soil fertility and carbon stock
6.1 Rehabilitate bare land and/or restore degraded land
",NA,NA,"9 Increase protected areas
9.1 Increase protected area extent",NA,"11 General instrument (e.g. policies, economic incentives)",NA,NA,NA,NA,NA,ongoing,"Convention on Biological Diversity
United Nations Framework Convention
Bonn Challenge
",active,NA,MultiPolygon
